item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender
Q35539140,Awulu Adaji,Q1551163,Peoples Democratic Party,,"Otukpo/Ohimini, Benue State",,,
Q35540096,Ayodeji Joseph,Q4729266,All Progressives Congress,,"Apapa, Lagos State",,,
Q35539224,BABANGIDA IBRAHIM,Q4729266,All Progressives Congress,,"MalumFashi/Kafur, Katsina State",,,
Q35537550,BABATUNDE KOLAWOLE,Q4729266,All Progressives Congress,,"Akoko South East/South West, Ondo State",,,
Q35537605,BADERINWA BAMIDELE WHITE,Q4729266,All Progressives Congress,,"Idanre/Ifedore, Ondo State",,,
Q35538879,BALA YUSUF,Q4729266,All Progressives Congress,,"Ikara/Kubau, Kaduna State",,,
Q35539511,BALARABE ABDULLAHI,Q4729266,All Progressives Congress,,"Gwadabawa / Illela, Sokoto State",,,
Q35538559,BASHIR BABALE,Q4729266,All Progressives Congress,,"Minjibir/Ungogo, Kano State",,,
Q35540213,BASSEY EWAH,Q1551163,Peoples Democratic Party,,"Yakurr/Abi, Cross River State",,,male
Q35536539,BELLO ABDULLAHI,Q4729266,All Progressives Congress,,"Okene/Ogori-Magogo, Kogi State",,,
Q35536524,BELLO SANI,Q4729266,All Progressives Congress,,"Mashi/Dvisi, Katsina State",,,
Q17385635,BENI LAR,Q1551163,Peoples Democratic Party,,"Langtang North/South, Plateau State",,,female
Q35537766,BINTA BELLO,Q1551163,Peoples Democratic Party,,"Kaltungo/Shongom, Gombe State",,,female
Q35538044,BOLAJI AYINLA,Q4729266,All Progressives Congress,,"Mushin II, Lagos State",,,
Q35536874,BULUS SOLOMON,Q1551163,Peoples Democratic Party,,"Mangu/Bokkos, Plateau State",,,
Q35538360,BUSAYO OKE,Q1551163,Peoples Democratic Party,,"Obokon/Oriade, Osun State",,,
Q35539804,Babajimi Benson,Q4729266,All Progressives Congress,,"Ikorodu, Lagos State",,,
Q56229522,Bauchi Tongo,Q4729266,All Progressives Congress,,"Gombe,kwami &Funakaye, Gombe State",,,male
Q27517391,Ben Nwankwo,Q1551163,Peoples Democratic Party,,"Orumba North/South, Anambra State",,,male
Q35536657,Betty Apiafi,Q1551163,Peoples Democratic Party,,"Ahoada-East/Abua/Odual, Rivers State",,,female
Q30643909,CHIDOKA OBINNA,Q1551163,Peoples Democratic Party,,"Idemili North/South, Anambra State",,,male
Q35538233,CHINDA OGUNDU,Q1551163,Peoples Democratic Party,,"Obio/Akpor, Rivers State",,,male
Q35538966,CHUKWUEMEKA ANOHU,Q1551163,Peoples Democratic Party,,"Ihiala, Anambra State",,,
Q22087359,CHUKWUEMEKA UJAM,Q1551163,Peoples Democratic Party,,"Nkanu East/Nkanu West, Enugu State",,,male
Q35539769,CHUKWUKA ONYEMA,Q1551163,Peoples Democratic Party,,"Ogbaru, Anambra State",,,
Q35537391,CHUKWUKERE AUSTINE,Q4729266,All Progressives Congress,,"Ideato North /South, Imo State",,,
Q35536492,Chukwuma Nwazunku,Q1551163,Peoples Democratic Party,,"Ohaukwu/Ebonyi, Ebonyi State",,,
Q35539599,D Boma,Q1551163,Peoples Democratic Party,,"Asalga/Akulga, Rivers State",,,
Q35539932,DA'U MAGAJI,Q4729266,All Progressives Congress,,"Birnin-Kudu/Buji, Jigawa State",,,male
Q35538637,DANBURAM NUHU,Q4729266,All Progressives Congress,,"Kano Municipal, Kano State",,,
Q35537300,DAUDA KAKO ARE,Q4672709,ACCORD,,"Mushin I, Lagos State",,,male
Q35539466,DAYYABU AHMED,Q4729266,All Progressives Congress,,"Baure/Zango, Katsina State",,,
Q35536112,DEKOR DUMNAMENE,Q1551163,Peoples Democratic Party,,"Khana/Gokana, Rivers State",,,
Q35538727,DENNIS AMADI,Q1551163,Peoples Democratic Party,,"Ezeagu/Udi, Enugu State",,,male
Q19957516,DOGARA YAKUBU,Q4729266,All Progressives Congress,,"Bogoro/Dass/Tafawa Balewa, Bauchi State",,,male
Q56229557,DORATHY MATO,Q4729266,All Progressives Congress,,"Vandeikya/Konshisha, Benue State",,,female
Q35539386,DOUYE DIRI,Q1551163,Peoples Democratic Party,,"Yenagoa/Kolokuna/Opokuma, Bayelsa State",,,
Q35537718,Danladi Baido,Q1551163,Peoples Democratic Party,,"Lau/K/Lamido/Ardo-Kola, Taraba State",,,
Q35539317,Darlington Nwokocha,Q1551163,Peoples Democratic Party,,"Isiala Ngwa North/South, Abia State",,,
Q35538799,Dennis Agbo,Q1551163,Peoples Democratic Party,,"Igboeze North/Udenu, Enugu State",,,male
Q35538206,EBENYI KINGSLEY,Q1551163,Peoples Democratic Party,,"Enugu East/Isi-Uzo, Enugu State",,,
Q35536176,EDERIN IDISI,Q1551163,Peoples Democratic Party,,"Ethiope, Delta State",,,
Q35539522,EDIM ETA,Q1551163,Peoples Democratic Party,,"Calabar Munincipal/Odukpani, Cross River State",,,
Q35537842,EDWIN ANAYO,Q1551163,Peoples Democratic Party,,"Ezza North/Ishielu, Ebonyi State",,,male
Q35539838,EFFIONG DANIEL,Q1551163,Peoples Democratic Party,,"Akamkpa/Biase, Cross River State",,,male
Q35540024,EGWU EMMANUEL,Q1551163,Peoples Democratic Party,,"Idah/Ibaji/Igalamela/Ofu, Kogi State",,,
Q35536164,EHIOZUWA AGBONAYINMA,Q1551163,Peoples Democratic Party,,"Egor/Ikpoba-okha, Edo State",,,
Q20676550,EMERENGWA BONIFACE,Q1551163,Peoples Democratic Party,,"Ikwerre/ Emohua, Rivers State",,,male
Q35537174,EMMANUEL EKON,Q1551163,Peoples Democratic Party,,"Abak/Etim Ekpo/Ika, Akwa Ibom State",,,male
Q35536718,EMMANUEL UKOETE,Q1551163,Peoples Democratic Party,,"Ukanafun/Orukanam, Akwa Ibom State",,,
Q35537872,ENITAN BADRU,Q4729266,All Progressives Congress,,"Lagos Island I, Lagos State",,,
Q35538952,ESSIEN AYI,Q1551163,Peoples Democratic Party,,"Akpabuyo/Bakassi/Calabar South, Cross River State",,,
Q35540047,EVELYN OMAVOWAN,Q1551163,Peoples Democratic Party,,"Opke/Sapele/Uvwie, Delta State",,,female
Q35523709,Eke Bede,Q1551163,Peoples Democratic Party,,"Aboh Mbaise/Ngor Okpala, Imo State",,,male
Q35538569,Emeka Idu,Q1551163,Peoples Democratic Party,,"Onitsha North/South, Anambra State",,,
Q35538315,Emmanuel Akpan,Q1551163,Peoples Democratic Party,,"Ikot Ekpene/ Essien Udim/ Obot Akara, Akwa Ibom State",,,
Q35539790,Emmanuel Ombugadu,Q1551163,Peoples Democratic Party,,"Akwanga/Nasarawa Eggon/Wamba, Nassarawa State",,,male
Q35536478,Eucharia Okwunna,Q1551163,Peoples Democratic Party,,"Aguta, Anambra State",,,
Q35539429,FAKEYE OLUFEMI,Q4729266,All Progressives Congress,,"Boluwaduro/Ifedayo/Illa, Osun State",,,
Q35536127,FALEKE ABIODUN,Q4729266,All Progressives Congress,,"Ikeja, Lagos State",,,male
Q35538715,FARUK MUHAMMADU,Q4729266,All Progressives Congress,,"Bida/Gbako/Katcha, Niger State",,,
Q35540198,FIJABI AKINADE,Q4729266,All Progressives Congress,,"Ibadan North West/South West, Oyo State",,,male
Q35538997,FRANCIS UDUYOK,Q1551163,Peoples Democratic Party,,"Ikot Abasi/Mkpat Enin/Eastern Obolo, Akwa Ibom State",,,
Q35539282,Fulata Abubakar,Q4729266,All Progressives Congress,,"Birniwa/Guri/Kiri-Kasamma, Jigawa State",,,
Q35540061,GABRIEL ONYENWIFE,Q4729271,All Progressives Grand Alliance,,"Oyi/Ayamelum, Anambra State",,,male
Q35536774,GAFARU AKINTAYO,Q4729266,All Progressives Congress,,"Ayedire/Iwo/Ola-Oluwa, Osun State",,,
Q35536916,GARBA AHMED,Q4729266,All Progressives Congress,,"Bichi, Kano State",,,male
Q35540036,GARBA MOHAMMED,Q4729266,All Progressives Congress,,"Gwale, Kano State",,,
Q35539118,GARBA MUHAMMAD,Q4729266,All Progressives Congress,,"Sabon Gari, Kaduna State",,,
Q35539970,GARBA UMAR,Q4729266,All Progressives Congress,,"Sumaila/Takai, Kano State",,,
Q35539816,GAZA GBEFWI,Q1551163,Peoples Democratic Party,,"KARU/KEFFI/KOKONA, Nassarawa State",,,male
Q35538496,GOGO TAMUNO,Q1551163,Peoples Democratic Party,,"Okrika/Ogu-Bolo, Rivers State",,,male
Q35538123,GONI BUKAR,Q4729266,All Progressives Congress,,"Bursari/Geidam/Yunusari, Yobe State",,,
Q35538195,GOODLUCK OPIAH,Q1551163,Peoples Democratic Party,,"Oguta/Ohaji-Egbema/Oru West, Imo State",,,
Q35539553,Garba Sabo,Q1551163,Peoples Democratic Party,,"Nangere/Potiskum, Yobe State",,,
Q35537705,Gideon Gwani,Q1551163,Peoples Democratic Party,,"Kaura, Kaduna State",,,
Q35536955,Gumau Yahaya,Q4729266,All Progressives Congress,,"Toro, Bauchi State",,,male
Q35538350,HAMMAN-JULDE GARBA,Q4729266,All Progressives Congress,,"Bali/Gassol, Taraba State",,,
Q35538702,HASSAN ABUBAKAR III,Q4729266,All Progressives Congress,,"Sokoto North/Sokoto South, Sokoto State",,,
Q35540105,HASSAN ADAMU,Q4729266,All Progressives Congress,,"Birnin-Gwari/Giwa, Kaduna State",,,
Q35539072,HASSAN SALEH,Q4729266,All Progressives Congress,,"Ado/Obadigbo/Opkokwu, Benue State",,,male
Q35536408,HENRY ARCHIBONG,Q1551163,Peoples Democratic Party,,"Itu/Ibiono Ibom, Akwa Ibom State",,,male
Q35539780,HENRY NWAWUBA,Q1551163,Peoples Democratic Party,,"Mbaitolu/ikeduru, Imo State",,,male
Q35536614,HERMAN HEMBE,Q4729266,All Progressives Congress,,"Vandeikya/Konshisha, Benue State",,,male
Q35536806,Hassan Omale,Q4729266,All Progressives Congress,,"Ankpa/Omala/Olamaboro, Kogi State",,,
Q35537221,Husaini Abubakar,Q4729266,All Progressives Congress,,"Zurmi/Shinkafi, Zamfara State",,,
Q35536240,Husseni Suleiman,Q4729266,All Progressives Congress,,"Arewa/Dandi, Kebbi State",,,
Q35537164,IBORO EKANEM,Q1551163,Peoples Democratic Party,,"Ikono/ Ini, Akwa Ibom State",,,
Q35538057,IBRAHIM ABDULLAHI,Q4729266,All Progressives Congress,,"Dutse/Kiyawa, Jigawa State",,,male
Q35536456,IBRAHIM DANMAZARI,Q4729266,All Progressives Congress,,"Musawa/Matazu, Katsina State",,,male
Q35539979,IDAGBO OCHIGLEGOR,Q1551163,Peoples Democratic Party,,"Bekwarra/Obudu/Obanliku, Cross River State",,,
Q35537462,IDUMA IGARIWEY,Q1551163,Peoples Democratic Party,,"Afikpo North/Afikpo South, Ebonyi State",,,
Q35539133,IKANI OKOLO,Q4729266,All Progressives Congress,,"Dekina/Bassa, Kogi State",,,
Q35523688,IOREMBER WAYO,Q4729266,All Progressives Congress,,"Kwande/Ushongo, Benue State",,,
Q35538438,IROM MICHAEL,Q1551163,Peoples Democratic Party,,"Obubra/Etung, Cross River State",,,male
Q35539482,ISA MOHAMMED,Q4729266,All Progressives Congress,,"Jama’are/Itas-Gadau, Bauchi State",,,
Q35539108,ISA SALIHU,Q4729266,All Progressives Congress,,"Gudu/Tangaza, Sokoto State",,,
Q35536754,ISAH MURTALA,Q4729266,All Progressives Congress,,"Kankara/Sabuwa/Faskari, Katsina State",,,
Q35537853,Ibrahim Baba,Q4729266,All Progressives Congress,,"Katagum, Bauchi State",,,male
Q35539721,Ibrahim Isiaka,Q4729266,All Progressives Congress,,"Ifo/Ewekoro, Ogun State",,,male
Q35537731,Idris Ahmed,Q4729266,All Progressives Congress,,"Wase, Plateau State",,,
Q35537062,Igbokwe Nnanna,Q1551163,Peoples Democratic Party,,"Ahiazu Mbaise/Ezinihitte, Imo State",,,
Q35538903,Ismaila Gadaka,Q4729266,All Progressives Congress,,"Fika/Fune, Yobe State",,,
Q35538372,Ismaila Hassan,Q4729266,All Progressives Congress,,"Akko Federal Constituency, Gombe State",,,
Q35540252,Istifanus Gyang,Q1551163,Peoples Democratic Party,,"Barkin Ladi/Riyom, Plateau State",,,
Q35538738,JACOBSON BARINEKA,Q1551163,Peoples Democratic Party,,"Tai/Eleme/Oyigbo, Rivers State",,,
Q35539530,JEPHTHAH FOINGHA,Q1551163,Peoples Democratic Party,,"Brass/Nembe, Bayelsa State",,,
Q35537895,JIBRIN SANTUMARI,Q4729266,All Progressives Congress,,"Askira-Uba/Hawul, Borno State",,,
Q35538019,JIBRIN SATUMARI,Q4729266,All Progressives Congress,,"Jos South/East, Plateau State",,,
Q35536314,JIMOH ABDUL,Q4729266,All Progressives Congress,,"Lagos Mainland, Lagos State",,,
Q35536249,JIMOH OJUGBELE,Q4729266,All Progressives Congress,,"Ado-Odo/Ota, Ogun State",,,
Q25938875,JOAN MRAKPOR,Q1551163,Peoples Democratic Party,,"Aniocha North/Aniocha South/ Oshimili N & S, Delta State",,,female
Q16194615,JOHN DYEGH,Q4729266,All Progressives Congress,,"Gboko/Tarka, Benue State",,,male
Q35537828,JONES ONYERERI,Q1551163,Peoples Democratic Party,,"Isu/Njaba/Nkwerre/Nwangele, Imo State",,,
Q56229525,JOSEPH BAMGBOSE,Q4729266,All Progressives Congress,,"Badagry, Lagos State",,,male
Q35536375,JOSEPH EDIONWELE,Q1551163,Peoples Democratic Party,,"Esan Central/West/Igueben, Edo State",,,male
Q35536561,Jerome Eke,Q1551163,Peoples Democratic Party,,"Etche/Omuma, Rivers State",,,male
Q35539352,Jika Haliru,Q4729266,All Progressives Congress,,"Darazo/Gunjuwa, Bauchi State",,,
Q35537616,Johnbull Shekarau,Q1551163,Peoples Democratic Party,,"Mikang/Quan.Pan/Shendam, Plateau State",,,male
Q35536282,Johnson Oghuma,Q4729266,All Progressives Congress,,"Etsako East/West/Central, Edo State",,,
Q35536987,KABIR SHAIBU,Q4729266,All Progressives Congress,,"Rimi/Charanchi/Batagarawa, Katsina State",,,
Q35540130,KABIRU ACHIDA,Q4729266,All Progressives Congress,,"Wurno/Rabah, Sokoto State",,,
Q22005748,KAYODE OLADELE,Q4729266,All Progressives Congress,,"Imeko Afon/Egbado North, Ogun State",,,male
Q35539099,KENNETH CHIKERE,Q1551163,Peoples Democratic Party,,"Port Harcourt 1, Rivers State",,,male
Q18129932,KHADIJA BUKAR .A.,Q4729266,All Progressives Congress,,"Damaturu/Gujba/Gulani/Tarmuwa, Yobe State",,,female
Q35536498,KHAMISU AHM AHMED,Q4729266,All Progressives Congress,,"Gombe,kwami &Funakaye, Gombe State",,,
Q35538940,KWAMOTI LAORI,Q7550561,Social Democratic Party,,"Demsa/Numan/Lamurde, Adamawa State",,,
Q35536512,Kehinde Agboola,Q1551163,Peoples Democratic Party,,"Ikole/Oye, Ekiti State",,,
Q35538080,Kurmi Gashaka,Q1551163,Peoples Democratic Party,,"Gashaka/Kurmi/Sardauna, Taraba State",,,
Q35538337,LAM ADEDAPO,Q4729266,All Progressives Congress,,"Ibadan North- East/South- East, Oyo State",,,male
Q35539474,LAWAL B/TUDU,Q4729266,All Progressives Congress,,"Gummi/Bukkuyum, Zamfara State",,,
Q35540012,LAWALI HASSAN,Q4729266,All Progressives Congress,,"Anka/Mafara, Zamfara State",,,
Q35537449,LAZARUS OGBEE,Q1551163,Peoples Democratic Party,,"Ikwo/Ezza South, Ebonyi State",,,
Q35539892,MAHHUD MAINA,Q4729266,All Progressives Congress,,"Dikwa/Mafaf/Konduga, Borno State",,,
Q35536081,MALLAM GANA,Q4729266,All Progressives Congress,,"Kukawa/Mobbar/Abadam/Guzamalai, Borno State",,,
Q35538548,MALLE AMINU,Q4729266,All Progressives Congress,,"Jalingo/Yorro/Zing, Taraba State",,,
Q35538405,MARK GBILLAH,Q4729266,All Progressives Congress,,"Gwer East/Gwer West, Benue State",,,male
Q35538328,MAYOWA AKINFOLARIN,Q1551163,Peoples Democratic Party,,"Ileoluji-Okeibo/Odigbo, Ondo State",,,male
Q35539046,MOHAMMED GARBA,Q4729266,All Progressives Congress,,"Gamawa, Bauchi State",,,male
Q35537251,MOHAMMED MAHMUD,Q4729266,All Progressives Congress,,"Agaie/Lapai, Niger State",,,male
Q35538857,MOHAMMED MONGUNO,Q4729266,All Progressives Congress,,"Jere, Borno State",,,male
Q35539368,MOHAMMED ONAWO,Q1551163,Peoples Democratic Party,,"Awe/Doma/Keana, Nassarawa State",,,male
Q35539248,MOHAMMED SANDA,Q4729266,All Progressives Congress,,"Kaga/Gubio/Magumeri, Borno State",,,male
Q35539853,MOHAMMED ZAKARI,Q4729266,All Progressives Congress,,"Baruten/Kaiama, Kwara State",,,male
Q42563987,MPIGI BARINADA,Q4729266,All Progressives Congress,,"Tai/Eleme/Oyigbo, Rivers State",,,male
Q35539610,MUHAMMAD ABDU,Q4729266,All Progressives Congress,,"Alkaleri/Kirfi, Bauchi State",,,male
Q35539092,MUHAMMAD ABUBAKAR,Q4729266,All Progressives Congress,,"Igabi, Kaduna State",,,male
Q35540150,MUHAMMAD BOYI,Q4729271,All Progressives Grand Alliance,,"Ringim/Taura, Jigawa State",,,male
Q35539569,MUHAMMAD JEGA,Q4729266,All Progressives Congress,,"Gwandu/Aliero/Jega, Kebbi State",,,male
Q35538383,MUHAMMAD SOBA,Q4729266,All Progressives Congress,,"Soba, Kaduna State",,,male
Q35539272,MUHAMMAD USMAN,Q4729266,All Progressives Congress,,"Makarfi/Kudan, Kaduna State",,,male
Q35540184,MUHAMMADU MUKTAR,Q4729266,All Progressives Congress,,"Kura/Madobi/Garun Malam, Kano State",,,male
Q35539419,MUHAMMED ALI,Q4729266,All Progressives Congress,,"Wudil/Garko, Kano State",,,male
Q35538247,MUHAMMED GUDAJI,Q4729266,All Progressives Congress,,"Kazaure/Roni/Gwiwa/Yankwashi, Jigawa State",,,male
Q35538276,MUHAMMED IDIRISU,Q4729266,All Progressives Congress,,"Ajaokuta, Kogi State",,,male
Q35537862,MUKAILA KASSIM,Q4729266,All Progressives Congress,,"Abeokuta North/ Obafemi- Owode/Odeda, Ogun State",,,
Q35537964,MUNIR DANAGUNDI,Q4729266,All Progressives Congress,,"Kumbosto, Kano State",,,
Q35537474,MUNTARI DANDUTSE,Q4729266,All Progressives Congress,,"Funtua/Dandume, Katsina State",,,
Q35539686,MUSA SARKIN,Q4729266,All Progressives Congress,,"Goronyo/Gada, Sokoto State",,,
Q35539376,MUSTAPHA BALA,Q4729266,All Progressives Congress,,"Dawakin Kudu/Warawa, Kano State",,,male
Q35539745,MUTIU SHADIMU,Q1551163,Peoples Democratic Party,,"Oshodi-Isolo I, Lagos State",,,
Q35537276,Marshal Sunday,Q1551163,Peoples Democratic Party,,"Zangon Kataf/Jaba, Kaduna State",,,
Q35539919,Memga Emmanuel,Q1551163,Peoples Democratic Party,,"Katsina-Ala/Ukum/Logo, Benue State",,,
Q35539620,Mohammed Danlami,Q4729266,All Progressives Congress,,"Dutsin-ma/Kurfi, Katsina State",,,male
Q35538300,Mohammed Sani,Q4729266,All Progressives Congress,,"Rano/Bunkure/Kibiya, Kano State",,,male
Q35536212,Muhammed Ajanah,Q4729266,All Progressives Congress,,"Adavi/Okehi, Kogi State",,,male
Q35538097,NASIRU ILA,Q4729266,All Progressives Congress,,"Tarauni, Kano State",,,male
Q6967190,NASIRU SULE,Q4729266,All Progressives Congress,,"Gwarzo/Ikabo, Kano State",,,male
Q35538136,NASSIR ALI,Q4729266,All Progressives Congress,,"Nassarawa, Kano State",,,
Q35536398,NGORO AGIBE,Q1551163,Peoples Democratic Party,,"Ikom/Boki, Cross River State",,,
Q35540082,NICHOLAS OSSAI,Q1551163,Peoples Democratic Party,,"Ndokwa/Ukwani, Delta State",,,male
Q35537802,NICHOLAS SHEHU,Q1551163,Peoples Democratic Party,,"Jemaa/Sanga, Kaduna State",,,male
