item,itemLabel,startDate,endDate
Q5445884,Festus Okotie-Eboh,1960,1966
Q960892,Obafemi Awolowo,1967,1971
Q380668,Shehu Shagari,1971,1975
Q60736412,Asumoh Ete Ekukinam,1976,1977
Q23541000,James Oluleye,1977,1979
Q56282912,Sunday Essang,1979,1983
Q7091700,Onaolapo Soleye,1984,1985
Q55819514,Kalu Idika Kalu,1985,1986
Q55639445,Chu Okongwu,1986,1990
Q1773638,Olu Falae,1990,1990
Q27063049,Abubakar Alhaji,1990,1993
Q4746477,Aminu Saleh,1993,1993
Q55819514,Kalu Idika Kalu,1993,1994
Q55604042,Anthony Ani,1994,1998
Q55585074,Ismaila Usman,1998,1999
Q3914988,Adamu Ciroma,1999,2003
Q289350,Ngozi Okonjo-Iweala,2003,2006
Q3510785,Nenadi Usman,2006,2007
Q7487781,Shamsuddeen Usman,2007,2009
Q6751897,Mansur Mukhtar,2009,2010
Q7088859,Olusegun Olutoyin Aganga,2010,2011-06
Q289350,Ngozi Okonjo-Iweala,2011-07,2015-05
Q21500792,Kemi Adeosun,2015-11-11,2018-09
Q42559242,Zainab Ahmed,2018-09,
