item,itemLabel,startDate,endDate,sourceDate,psid
Q6893387,Muhammad Lawal Uwais,1995,2006,2022-05-28,Q6893387-CC8BFF2E-85C2-4BEA-B039-6553B4DED30D
Q13140564,Salihu Moddibo Alfa Belgore,2006,2007,,Q13140564-D10434D7-87C2-4418-A282-2BD831037082
Q5989684,Idris Legbo Kutigi,2007,2009,,Q5989684-F6883C87-75E4-4E76-8FD4-77B292E51C51
Q1645250,Aloysius Iyorgyer Katsina-Alu,2009,2011,2022-05-28,Q1645250-158AFECA-4BD5-4EE7-A45A-59A155B0F4EF
Q5208845,Dahiru Musdapher,2011,2012,,Q5208845-EB4A52E2-1D66-4FEB-86B1-A6B2AE0529C8
Q4734320,Aloma Mariam Mukhtar,2012-07-16,2014,,Q4734320-A34AA5CE-EB79-41CE-98EC-8D5AACD973A1
Q20642015,Mahmud Mohammed,2014,2016,,Q20642015-DD3A9D4F-A89C-4632-84CD-DD0AA5B7BA49
Q16733797,Walter Samuel Nkanu Onnoghen,2017-03-06,2019-01-25,,Q16733797-E4E0EDFF-0FCA-4538-A154-CA08C3C4F627
Q19958154,Ibrahim Tanko Muhammad,2019-01-25,2022-06-27,,Q19958154-D7D4525E-B56D-4B2A-92D6-316058F94FD5
Q21062940,Olukayode Ariwoola,2022-06-27,,,Q21062940-BD733DCC-399E-412F-8FF9-2A836191789D
