item,itemLabel,startDate,endDate,psid
Q105045534,Nabo Graham-Douglas,1966,1972,Q105045534-3D3A1F04-CA60-4924-9D94-54FC6D4D976B
Q108744472,Chike Ofodile,1984,1985-08,Q108744472-495858BE-A54E-4A0F-B33E-76ECD9965F05
Q1088901,Abdullahi Ibrahim,1997,1999-05,Q1088901-EFC9A871-60C9-44F7-BDFB-7FC7CD2BCA17
Q111163436,Akin Olujimi,2003,2005-06,Q111163436-A5FBCA20-A53F-4C8F-BEE6-CD9D7BF33C9B
Q16014004,Michael Ashikodi Agbamuche,1994,1997,Q16014004-24539479-26F7-44E0-9F06-24EDE022D996
Q16150077,Kanu Godwin Agabi,2002,2003,Q16150077-D4CE0AA8-624E-49B7-A381-109D8469369D
Q16150077,Kanu Godwin Agabi,1999-06,2000-01,Q16150077-F43204F1-81AD-4D49-AB06-62A180B84528
Q19885395,Dan Onuorah Ibekwe,1972,1975,Q19885395-F508E671-E6A3-4C64-BB8E-BFCE6AEDAFAB
Q20128744,Kehinde Sofola,1983-10,1983-12,Q20128744-F85F52E5-55A0-4ABF-A641-508860019D01
Q23540907,Augustine Nnamani,1975,1979,Q23540907-A6232E8C-8AC1-4BA3-BFAB-EA4BD7927B17
Q23714146,Abubakar Malami,2015-11-11,,Q23714146-E4BEA3BD-FEE2-4310-B4A7-B50B35E52681
Q3511524,Bola Ige,2000-01-03,2001-12-23,Q3511524-5D8DC45F-1B7A-4664-93D7-633A810DFB5C
Q4682392,Adetokunbo Kayode,2010-02-10,2010-03-17,Q4682392-440BB93A-4A21-46DE-B299-919BBDD496AD
Q4874679,Bayo Ojo,2005-07,2007-07,Q4874679-7BDB3801-0D7A-484C-8983-D65B64B072A9
Q528855,Taslim Olawale Elias,1960,1966,Q528855-0F783C3C-7D38-4098-A0C3-D71F1A39BB5E
Q6828240,Michael Aondoakaa,2007-07-26,2010-02-10,Q6828240-C0B5EBC4-2439-4BFA-A4B3-25E0BCAD0016
Q6893019,Mohammed Bello Adoke,2010-04-06,2011-05-29,Q6893019-83EE6F2B-2BC0-40A2-8376-5CF70F05E568
Q6893019,Mohammed Bello Adoke,2011-07-02,2015-05,Q6893019-D3F4263C-D558-4827-AD5E-AF25D91997A9
Q7323651,Richard Akinjide,1979,1983,Q7323651-3E6AFED0-7D2A-489A-A20C-7E8268BAC3B2
Q891244,Bola Ajibola,1985-09-12,1991-12-04,Q891244-C41D4B70-F523-4698-BE24-F272C3AF8A63
Q96628300,Clement Akpamgbo,1991,1993,Q96628300-BDA17229-8386-40DF-B1DA-7738FB9A5139
