item,itemLabel,startDate,endDate
Q3510426,Babafemi Ogundipe,1966-01-16,1966-07-29
Q3509444,Joseph Edet Akinwale Wey,1966-07-29,1975-07-29
Q202006,Olusegun Obasanjo,1975-07-29,1976-02-13
Q3509379,Shehu Musa Yar'Adua,1976-02-13,1979-09-30
Q1977060,Alex Ifeanyichukwu Ekwueme,1979-10-01,1983-12-31
Q3509487,Tunde Idiagbon,1983-12-31,1985-08-27
Q3509409,Ebitu Ukiwe,1985-08-27,1986-10
Q3294849,Augustus Aikhomu,1986-10,1993-08-27
Q3511673,Oladipo Diya,1993-11-17,1997-12-21
Q3296213,Michael Akhigbe,1998-06-09,1999-05-29
Q755878,Atiku Abubakar,1999-05-29,2007-05-29
Q57380,Goodluck Ebele Jonathan,2007-05-29,2010-05-05
Q2993602,Namadi Sambo,2010-05-19,2015-05-29
Q19730927,Yemi Osinbajo,2015-05-29,
