item,itemLabel,startDate,endDate
,Mobolaji Ajose-Adeogun,1976,1979
,John Jatau Kadiya,1979,1982
,Iro Abubakar Dan Musa,1982,1983
Q21598122,Haliru Dantoro,1983,1983-12-31
Q11880729,Mamman Jiya Vatsa,1984,1985-12
Q5646492,Hamza Abdullahi,1986,1989
Q5516410,Gado Nasko,1989,1993
Q379530,Jeremiah Timbut Useni,1993,1998
Q6745775,Mamman Kontagora,1998,1999
Q5984501,Ibrahim Bunu,1999,2001
Q6892827,Mohammed Abba Gana,2001-02-08,2003-07-17
Q6082944,Nasir Ahmad el-Rufai,2003-07-17,2007-07-27
Q4727559,Aliyu Modibbo Umar,2007-07-27,2008-10-29
Q3510712,Muhammadu Adamu Aliero,2008-12-17,2010-04-08
Q4849691,Bala Mohammed,2010-04-08,2015-05-29
Q59829052,Mohammed Musa Bello,2015,
