item,itemLabel,startDate,endDate,psid
Q15437956,Iyorchia Ayu,1992,1993,Q15437956-29FD177B-6726-4B38-A4B9-50611EAC26DA
Q17541203,Ameh Ebute,1993,1993,Q17541203-1DF21222-5F4C-4C94-890E-D83262BD0F4F
Q181782,Nnamdi Azikiwe,1960-01-01,1960-10-01,Q181782-EE156436-0391-4886-8736-9A61B289CA70
Q2967578,Chuba Okadigbo,1999,2000,Q2967578-0A30C1C3-007D-4AE9-9428-AC68AF9C4F9F
Q459205,David Mark,2007-06-06,2015-06-06,Q459205-06D2D684-7D7A-4AD8-A4D1-9DB4CA6A3E01
Q4684485,Adolphus Wabara,2003,2005,Q4684485-88F26F08-06EF-4BC1-B3AC-45D162C74B39
Q4695864,Ahmed Lawan,2019-06-11,,Q4695864-dfbd493c-402a-fdf2-b897-25d4995c2084
Q4778251,Anyim Pius Anyim,2000-08,2003-05,Q4778251-6682B946-F074-4A02-BADD-DEEEB0DDCD52
Q4986999,Bukola Saraki,2015-06-09,2019-06-11,Q4986999-0981e03a-4bb5-3891-6868-d06265b1f51e
Q5258823,Dennis Osadebay,1960-10-01,1963,Q5258823-37E14BD6-52FB-4527-9F2E-52FC8E71E1D5
Q5415377,Evan Enwerem,1999-06-03,1999-11-18,Q5415377-15E34E7B-B092-4E69-80E4-51D5E0BECD27
Q6287826,Joseph Wayas,1979,1983,Q6287826-FC1518C0-7D0B-435D-A214-061F5EA771F4
Q6388239,Ken Nnamani,2005-04-05,2007-05,Q6388239-66083748-280C-4A24-8E06-CF884C50A310
Q7070730,Nwafor Orizu,1963,1966,Q7070730-7210EC74-1C55-4C17-820D-09DD9088E7F5
