item,itemLabel,startDate,endDate
Q47363740,Boss Gida Mustapha,2017-11-01,""
Q21067202,Babachir David Lawal,2015-08-27,2017-10-29
Q13655513,Ogbonnaya Onu,2015-06-01,2015-08-27
Q4778251,Anyim Pius Anyim,2011-05-01,2015-05-29
Q8050511,Yayale Ahmed,2008-10-08,2011-05-29
Q4837296,Baba Gana Kingibe,2007-05-29,2008-10-08
Q7877539,Ufot Ekaette,1999-05-29,2007-05-28
Q47016751,Gidado Idris,1995-10-17,1999-05-28
Q4746477,Aminu Saleh,1993-11-18,1995-10-17
,Mustafa Umara,1993-08-27,1993-11-17
Q60775860,Aliyu Mohammed,1990-01-01,1993-08-26
Q1773638,Olu Falae,1986-01-31,1989-12-31
,G. A. Longe,1984-01-01,1986-01-30
Q99456213,Shehu Ahmadu Musa,1979-10-01,1983-12-31
,Alli L. Ciroma,1977-04-01,1979-09-30
,A. A. Ayida,1975-04-23,1977-03-31
,C. O. Lawson,1972-08-16,1975-03-31
,A. A. Atta,1970-12-21,1972-06-12
,M. A. Ejueyitchie,1966-08-04,1970-12-20
,S. O. Wey,1961-09-01,1966-01-16
