item,itemLabel,startDate,endDate
Q22582402,Frederic Metcalfe,1955,1959
Q548710,Jaja Wachuku,1959,1960
Q102251308,Ibrahim Jalo Waziri,1960,1966
Q22673195,Edwin Ume-Ezeoke,1979,1983
Q30315687,Chaha Biam,1983,
,Agunwa Anaekwe,1992,1993
Q18353733,Salisu Buhari,1999,2000
Q5555270,Ghali Umar Na'Abba,2000,2003
Q18098561,Aminu Bello Masari,2003,2007
Q7145570,Patricia Etteh,2007,
Q1225695,Dimeji Bankole,2007,2011
Q4746479,Aminu Waziri Tambuwal,2011,2015
Q19957516,Yakubu Dogara,2015,2019
Q5442793,Femi Gbajabiamila,2019,
