position,title
Q21290864,member of the House of Representatives of Nigeria
Q19822359,member of the Senate of Nigeria
Q59528338,member of the Kano State House of Assembly
Q59528346,member of the Lagos State House of Assembly
Q59528366,member of the Rivers State House of Assembly
Q59528223,member of the Abia State House of Assembly
Q59528360,member of the Ondo State House of Assembly
Q59528329,member of the Jigawa State House of Assembly
Q59528228,member of the Anambra State House of Assembly
Q59528350,member of the Ogun State House of Assembly
Q59528226,member of the Akwa Ibom State House of Assembly
Q59528225,member of the Adamawa State House of Assembly
Q59528229,member of the Bauchi State House of Assembly
Q59528231,member of the Bayelsa State House of Assembly
Q59528232,member of the Benue State House of Assembly
Q59528233,member of the Borno State House of Assembly
Q59528236,member of the Cross River State House of Assembly
Q59528246,member of the Delta State House of Assembly
Q59528248,member of the Ebonyi State House of Assembly
Q59528250,member of the Edo State House of Assembly
Q59528322,member of the Ekiti State House of Assembly
Q59528323,member of the Enugu State House of Assembly
Q59528324,member of the Gombe State House of Assembly
Q59528327,member of the Imo State House of Assembly
Q59528330,member of the Kaduna State House of Assembly
Q59528341,member of the Katsina State House of Assembly
Q59528342,member of the Kebbi State House of Assembly
Q59528343,member of the Kogi State House of Assembly
Q59528344,member of the Kwara State House of Assembly
Q59528348,member of the Nasarawa State House of Assembly
Q59528349,member of the Niger State House of Assembly
Q59528361,member of the Osun State House of Assembly
Q59528363,member of the Oyo State House of Assembly
Q59528364,member of the Plateau State House of Assembly
Q59528368,member of the Sokoto State House of Assembly
Q59528369,member of the Taraba State House of Assembly
Q59528370,member of the Yobe State House of Assembly
Q59528373,member of the Zamfara State House of Assembly

